순위,mean,ISBN,상품명,저자,출판사,설명,관리분류,top_topic,topic_dist,topic_words,topic_dict,IMAGE,판매가
61.0,60.8,9788903415022,서드 포지션,편집부 편,세광음악출판사,바이올린 연습곡,예술,2.0,"[(2, 0.38859522342681885), (15, 0.09784382581710815), (23, 0.050705261528491974), (21, 0.04193400219082832)]",교육 교사 아이 수업 학교,"{2: 0.38859522342681885, 15: 0.09784382581710815, 23: 0.050705261528491974, 21: 0.04193400219082832}",https://shopping-phinf.pstatic.net/main_3245553/32455536956.20221019114213.jpg,"5,400원"
11.0,16.0,9788904141180,5가지 사랑의 언어,게리 채프먼,생명의말씀사,사랑 언어 로써 가정 성경 여성 남자 결혼 가정 결혼 결코 약속 현대 사회 이혼 정상 현상 상황 여성 남자 행동 사랑 언어 배우자 상호 소통 방법 남편 격려 아내 저녁식사 준비 남편 격려,종교,24.0,"[(24, 0.5272070169448853), (10, 0.16831380128860474), (13, 0.11629106104373932), (23, 0.09010135382413864)]",꿈 그녀 결혼 시절 사랑,"{24: 0.5272070169448853, 10: 0.16831380128860474, 13: 0.11629106104373932, 23: 0.09010135382413864}",https://shopping-phinf.pstatic.net/main_3248051/32480516321.20221019101335.jpg,"9,900원"
43.0,58.2,9788904164066,지저스 콜링,사라 영,생명의말씀사,예수님 방법 대화 큐티 초 강력 미국 테디 셀러 사라 영 사랑 테디 셀러 로서 묵상 큐티집 사라 영은 기도 말씀 묵상 예수 그리스도 말씀 거 그것 적기 결심 묵상 곧 일방 의사소통 예수님 관점 전하 고자 말씀 먼저 대화 그녀 심의 자리 감당 사람 예수님 시각 그녀 예수님 충만 기쁨 평안 마침내 세계 사람 예수 그리스도 교제 안내서,종교,19.0,"[(19, 0.47846829891204834), (28, 0.1423000991344452), (24, 0.1017226129770279), (10, 0.08162065595388412)]",하나님 기도 성경 교회 말씀,"{19: 0.47846829891204834, 28: 0.1423000991344452, 24: 0.1017226129770279, 10: 0.08162065595388412}",https://shopping-phinf.pstatic.net/main_3247456/32474568019.20221019135849.jpg,"10,800원"
14.0,14.0,9788915105874,붙여도 붙여도 동물 스티커왕,편집부 저,삼성출판사,스티커 가득 누적 부수 자랑 스티커 시리즈 최신 한글 공룡 동물 자동차 공주 아이 주제 실사 일러스트 스티커 종일 만큼 스티커 가득,유아,20.0,"[(20, 0.362688809633255), (28, 0.18654148280620575), (12, 0.09748245775699615), (11, 0.09219524264335632)]",아이 그림책 엄마 친구 어린이,"{20: 0.362688809633255, 28: 0.18654148280620575, 12: 0.09748245775699615, 11: 0.09219524264335632}",https://shopping-phinf.pstatic.net/main_3244218/32442182223.20221019135233.jpg,"8,820원"
12.0,54.7,9788915105928,붙여도 붙여도 자동차 스티커왕,편집부 저,삼성출판사,누적 부수 자랑 스티커 시리즈 최신 공룡 동물 자동차 공주 아이 주제 실사 일러스트 스티커 조각 스티커 요리조리 근육 발달 협응력 자연,유아,20.0,"[(20, 0.3797559440135956), (6, 0.19177857041358948), (11, 0.14359092712402344), (1, 0.09845234453678131)]",아이 그림책 엄마 친구 어린이,"{20: 0.3797559440135956, 6: 0.19177857041358948, 11: 0.14359092712402344, 1: 0.09845234453678131}",https://shopping-phinf.pstatic.net/main_3246697/32466970189.20221019105544.jpg,"8,820원"
39.0,29.8,9788919205013,보도 섀퍼의 돈,보도 섀퍼/이병서,에포케,독일 트레이너 보도 섀퍼 금리 시대 투자 기법 사업 사람 봉급생활자 돈 제대로 상세 당장 적용 투자 기법 설명,자기계발,22.0,"[(22, 0.44173023104667664), (12, 0.22843234241008759), (17, 0.11194642633199692), (23, 0.06938022375106812)]",투자 돈 부동산 주식 부자,"{22: 0.44173023104667664, 12: 0.22843234241008759, 17: 0.11194642633199692, 23: 0.06938022375106812}",https://shopping-phinf.pstatic.net/main_3244514/32445148668.20221019101145.jpg,"14,400원"
36.0,35.8,9788925536927,백만장자 시크릿,하브 에커/나선숙,알에이치코리아(RHK),최 장기 부자 마인드 바이블 극찬 부자 열 하브 저력 확인 하라 백만장자 시크릿 원제 부자 마인드 바이블 통 찬사 월급 원 인생 유튜버 잡 허대리 라며 인생 송두리째 준 강조 이처럼 테디 셀러 로써 애정 데 이유 먼저 성공 실패 직접 경험 원인 해결 제시 또한 경제 상황 시시각각 재테크 비법 개개인 상황 적용 부자 매뉴얼 갈팡질팡 부자 기회 부자 열 오른 하브 조언 의심 곧 뼛속 부자 마인드 가득 찰,경제 경영,22.0,"[(22, 0.3131847083568573), (28, 0.16580763459205627), (15, 0.15633662045001984), (23, 0.13778647780418396)]",투자 돈 부동산 주식 부자,"{22: 0.3131847083568573, 28: 0.16580763459205627, 15: 0.15633662045001984, 23: 0.13778647780418396}",https://shopping-phinf.pstatic.net/main_3246349/32463498680.20221019131322.jpg,"14,400원"
36.0,35.8,9788925536927,백만장자 시크릿,하브 에커/나선숙,알에이치코리아(RHK),최 장기 부자 마인드 바이블 극찬 부자 열 하브 저력 확인 하라 백만장자 시크릿 원제 부자 마인드 바이블 통 찬사 월급 원 인생 유튜버 잡 허대리 라며 인생 송두리째 준 강조 이처럼 테디 셀러 로써 애정 데 이유 먼저 성공 실패 직접 경험 원인 해결 제시 또한 경제 상황 시시각각 재테크 비법 개개인 상황 적용 부자 매뉴얼 갈팡질팡 부자 기회 부자 열 오른 하브 조언 의심 곧 뼛속 부자 마인드 가득 찰,경제 경영,22.0,"[(22, 0.3131847083568573), (28, 0.16580763459205627), (15, 0.15633662045001984), (23, 0.13778647780418396)]",투자 돈 부동산 주식 부자,"{22: 0.3131847083568573, 28: 0.16580763459205627, 15: 0.15633662045001984, 23: 0.13778647780418396}",https://shopping-phinf.pstatic.net/main_3246349/32463498680.20221019131322.jpg,"14,400원"
15.0,30.5,9788925556253,두 번째 지구는 없다,타일러 라쉬/이영란,알에이치코리아(RHK),환경 언어 천재 타일러 기후 위기 이유 지구 방송 언어 천재 뇌섹남 통 타일러 쉬 단독 기후 위기 해결 타일러 꿈 환경 화두 타일러 세계 연기금 홍보 대사 활동 환경 심각 지구 타일러 자연 단절 현대인 빅 박스 스토어 채 일평생 사람 비유 인공 시설 인간 시스템 영구 여기 인간 자연 일부 연결 사실 외면 지적 수도 물이 물이 어디 숨 공기 어디,사회 정치,15.0,"[(15, 0.2586328089237213), (25, 0.23176562786102295), (10, 0.15505042672157288), (7, 0.11588357388973236)]",시작 이유 사실 경험 시대,"{15: 0.2586328089237213, 25: 0.23176562786102295, 10: 0.15505042672157288, 7: 0.11588357388973236}",https://shopping-phinf.pstatic.net/main_3247754/32477544370.20221019151451.jpg,"12,600원"
17.0,32.2,9788925569352,오싹오싹 당근,피터 브라운/에런 레이놀즈/홍연미,주니어RHK,당근 당근 아주 토끼 그린 피터 브라운 고전 스릴러 영화 분위기 그림책 보고 예전 쇼 프로 고전 스릴러 영화 영감 흑백영화 느낌 그대로 채색 프레임 연상 장면 구성 고전 스릴러 영화 포스터 보고 표지 마지막 부분 영화 장면 아이디어 이처럼 곳곳 표현 시도 주인공 토끼 재스퍼 당근 캐릭터 탄생 정말 토끼 당근 피터 브라운 노력 열정 칼데콧 상,유아,15.0,"[(15, 0.2203558087348938), (20, 0.1927262842655182), (29, 0.19225263595581055), (27, 0.09658590704202652)]",시작 이유 사실 경험 시대,"{15: 0.2203558087348938, 20: 0.1927262842655182, 29: 0.19225263595581055, 27: 0.09658590704202652}",https://shopping-phinf.pstatic.net/main_3244497/32444971799.20221019132156.jpg,"10,800원"
75.0,44.5,9788925577371,익스텐드 마인드,애니 머피 폴/이정미,알에이치코리아(RHK),한계 뇌 머리 덜 뉴욕 타임스 에디터 초이스 주목 워싱턴 포스트 논픽션 애덤 그랜트 수전 케인 찰스 강력 추천 스타 과학 보석 기존 애덤 그랜트 스쿨 조직심리학 교수 싱크 어게인 머리 프로젝트 직면 최근 인지심리학 신경과학 뇌 과학 연구 결과 종합 해결 머리 덜 머리 바깥 하라 전작 오리진 타임 표지 장식 유명 과학 저널리스트 애니 머피 폴 도발 주제 신간 익스 텐드 마인드,인문,28.0,"[(28, 0.21600936353206635), (16, 0.2147924304008484), (18, 0.19634662568569183), (23, 0.1113983765244484)]",미국 음악 기념 클래식 올해,"{28: 0.21600936353206635, 16: 0.2147924304008484, 18: 0.19634662568569183, 23: 0.1113983765244484}",https://shopping-phinf.pstatic.net/main_3541985/35419854623.20221027194555.jpg,"18,000원"
75.0,44.5,9788925577371,익스텐드 마인드,애니 머피 폴/이정미,알에이치코리아(RHK),한계 뇌 머리 덜 뉴욕 타임스 에디터 초이스 주목 워싱턴 포스트 논픽션 애덤 그랜트 수전 케인 찰스 강력 추천 스타 과학 보석 기존 애덤 그랜트 스쿨 조직심리학 교수 싱크 어게인 머리 프로젝트 직면 최근 인지심리학 신경과학 뇌 과학 연구 결과 종합 해결 머리 덜 머리 바깥 하라 전작 오리진 타임 표지 장식 유명 과학 저널리스트 애니 머피 폴 도발 주제 신간 익스 텐드 마인드,인문,28.0,"[(28, 0.21600936353206635), (16, 0.2147924304008484), (18, 0.19634662568569183), (23, 0.1113983765244484)]",미국 음악 기념 클래식 올해,"{28: 0.21600936353206635, 16: 0.2147924304008484, 18: 0.19634662568569183, 23: 0.1113983765244484}",https://shopping-phinf.pstatic.net/main_3541985/35419854623.20221027194555.jpg,"18,000원"
69.0,69.0,9788925577401,화폐의 추락,스티브 포브스/네이선 루이스/엘리자베스 에임스/방영호,알에이치코리아(RHK),갈수록 반복 인플레이션 극복 인플레이션 본질 통찰 팬데믹 러시아 우크라이나 전쟁 여파 세계 친 인플레이션 단기간 쉬이 보이지 미국 연방 준비 제도 비롯 각국 중앙은행 금리 인상 인플레이션 대책 발표 실효 조치 듯 좀처럼 물가 전문 포브스 이자 편집장 스티브 포브스 통화 정책 전문가 이선 루이스 원인 전문가 비롯 정책 입안 인플레이션 오해 경제 현상 근본 원인 오히려 상황 악화 수도 정책 인플레이션 화폐 추락 물음 해답,경제 경영,22.0,"[(22, 0.2907092571258545), (25, 0.273479163646698), (15, 0.2083909511566162), (13, 0.1124987080693245)]",투자 돈 부동산 주식 부자,"{22: 0.2907092571258545, 25: 0.273479163646698, 15: 0.2083909511566162, 13: 0.1124987080693245}",https://shopping-phinf.pstatic.net/main_3532876/35328765621.20221021095008.jpg,"17,820원"
39.0,38.0,9788925577623,사진으로 보는 우리 문화유산,강형원,알에이치코리아(RHK),한국인 퓰리처상 수상 유 퀴즈 블럭 화제 인물 한번 장면 힘 사진 문화유산 이유 타임스 통신 백악관 진부 로이터 통신 경력 포토저널리스트 강 원 프로젝트 마침내 재탄생 기자 노벨상 퓰리처상 한국인 차례 수상한 강 원 타임스 통신 로이터 통신 미국 주류 언론사 사진 기자 근무 폭동 클린턴 미국 대통령 스캔들 테러 국제 사건 사고 비롯 민주 항쟁 서울 올림픽 현대 사의 장면 발 취재 베테 사진 기자,역사,1.0,"[(1, 0.4033518433570862), (28, 0.19476929306983948), (13, 0.09110164642333984), (15, 0.07884181290864944)]",사진 인터뷰 배우 직접 이자,"{1: 0.4033518433570862, 28: 0.19476929306983948, 13: 0.09110164642333984, 15: 0.07884181290864944}",https://shopping-phinf.pstatic.net/main_3470498/34704985619.20221230072816.jpg,"17,550원"
12.0,16.0,9788925577883,썬킴의 세계사 완전 정복,썬킴,알에이치코리아(RHK),역사 평생 썬킴 만날 차례 북미 대륙 발견 소련 탄생 나라 정리 맞춤 세계사 네이버 오디오 클립 누적 청취 역사 주 누적 청취 네이버 오디오 클립 역사 팟캐스트 썬킴 세계사 완전 정복 세운 경이 에피소드 세계 패권 국가 미국 러시아 역사 정리 썬킴 세계사 완전 정복 공식 우크라이나 침공 세계 전쟁 공포 러시아 제 차 세계대전 확산 초 강수 미국 행보 국제 사회 우리나라 지대 영향 일련 사태 러시아 세계 단숨 위기 국가 미국 러시아 경제 제재 정도 강국 의문,역사,25.0,"[(25, 0.5464518070220947), (28, 0.14242148399353027), (1, 0.11038294434547424), (11, 0.0786202996969223)]",인류 전쟁 위기 중국 세계사,"{25: 0.5464518070220947, 28: 0.14242148399353027, 1: 0.11038294434547424, 11: 0.0786202996969223}",https://shopping-phinf.pstatic.net/main_3395418/33954187639.20221019151411.jpg,"15,300원"
26.0,32.8,9788925578132,오래된 기억들의 방,베로니카 오킨/김병화,알에이치코리아(RHK),세계 신경학 기억 임 연구 아주 기억 먼저 사건 코 냄새 장소 풍경 사람 철학자 앙리 베르그송 감각 자체 기억 감각 경험 뇌 기억 기억 자각 시작 나이 완성 간다 트리니티 칼리지 정신건강 의학과 교수 이자 세계 신경학 베로니카 오킨 대중 기억 내면 완성 기억 뇌 과학 세계 깊이 최신 뇌 과학 구서 기분 정신병 장애 연구 정신과 의사 로서 환자 기억 이해 기억 뇌 흔적,자연과학,16.0,"[(16, 0.25957679748535156), (0, 0.16669560968875885), (15, 0.13850046694278717), (21, 0.13308918476104736)]",과학 뇌 우주 인간 연구,"{16: 0.25957679748535156, 0: 0.16669560968875885, 15: 0.13850046694278717, 21: 0.13308918476104736}",https://shopping-phinf.pstatic.net/main_3308536/33085366634.20221019145414.jpg,"17,100원"
23.0,15.7,9788925578156,월급쟁이 부자로 은퇴하라,너나위,알에이치코리아(RHK),기회 탄생 월급쟁이 억 자산 가로 변신 선배 시스템 마련 국가 회사 현실 자각 월급쟁이 공부 공격 투자 억 자산 가로 거듭 돌파 기념 증보 출시 월급쟁이 부자 은퇴 나위 당시 해도 낮 밤 부동산 현장 월급쟁이 투자 연봉 억 자산 가로 거듭 파이어 족 자본주의 사회 투자 수익 불로소득 치부 노인 생계 고 일터,경제 경영,22.0,"[(22, 0.4589366018772125), (13, 0.1634928584098816), (28, 0.16220030188560486), (15, 0.06992438435554504)]",투자 돈 부동산 주식 부자,"{22: 0.4589366018772125, 13: 0.1634928584098816, 28: 0.16220030188560486, 15: 0.06992438435554504}",https://shopping-phinf.pstatic.net/main_3286962/32869625640.20221019120709.jpg,"17,820원"
11.0,18.2,9788925578774,소중해 소중해 나도 너도,정선화/가와하라 미즈마루/엔미 사키코/권남희,주니어RHK,일본 베스트 학교 성교육 성교육 전문가 유아 어른 성교육 그림책 유아기 성교육 시작 유아기 성교육 전문가 입 정작 성교육 마땅치 하소연 일본 학교 성교육 성교육 전문가 이자 산부인과 전문의 동시 아이 엄마 간이 더욱 아이 어른 성교육 그림책,유아,2.0,"[(2, 0.23010434210300446), (28, 0.1962110847234726), (20, 0.19314086437225342), (3, 0.15545080602169037)]",교육 교사 아이 수업 학교,"{2: 0.23010434210300446, 28: 0.1962110847234726, 20: 0.19314086437225342, 3: 0.15545080602169037}",https://shopping-phinf.pstatic.net/main_3248266/32482667317.20221019142439.jpg,"12,600원"
68.0,68.0,9788927810308,프렌즈 홋카이도,정꽃나래/정꽃보라,중앙북스(books),보랏빛 라벤더 꽃밭 순백 설원 여행지 홋카이도 일본 면적 약 달 거대 면적 자랑 홋카이도 일본 열도 최 북단 위치 섬 사계절 매력 선사 홋카이도 자연 경관 채 액 티비 티 먹거리 거리 세운 관광명소 지역 분포 프렌즈 홋카이도 언제 여행 홋카이도 여행 완성 홋카이도 정보 소개,건강 취미,6.0,"[(6, 0.49834954738616943), (15, 0.1492113322019577), (28, 0.13720937073230743), (26, 0.1006702184677124)]",여행지 서울 제주 정보 지도,"{6: 0.49834954738616943, 15: 0.1492113322019577, 28: 0.13720937073230743, 26: 0.1006702184677124}",https://shopping-phinf.pstatic.net/main_3248332/32483323944.20221231084010.jpg,"14,400원"
30.0,38.0,9788927810575,베스트 프렌즈 도쿄,정꽃나래/정꽃보라,중앙북스(books),최신 유행 시작 도쿄 번화가 시부야 일본 최대 번화가 이자 교통 중심지 신주쿠 도쿄 최신 트렌드 상업 지역 롯 본기 오타쿠 핫 레이스 아키하바라 이케부쿠로 일본 스트리트 패션 하이패션 중심지 하라주쿠 오모테산도 아오야마 인테리어 잡화 디저트 지역 에비스 다이칸야마 나카 일본 통 소개 도쿄 핵심 여행지 명소 전격 공개,건강 취미,6.0,"[(6, 0.29416704177856445), (26, 0.26409217715263367), (14, 0.14798249304294586), (15, 0.07339262962341309)]",여행지 서울 제주 정보 지도,"{6: 0.29416704177856445, 26: 0.26409217715263367, 14: 0.14798249304294586, 15: 0.07339262962341309}",https://shopping-phinf.pstatic.net/main_3246686/32466866739.20221019101145.jpg,"9,900원"
