,순위,mean,ISBN,상품명,저자,출판사,설명,관리분류,top_topic,topic_dist,topic_words
47,33.0,33.0,9788901255477,경기도 아파트 지도,이재범(핑크팬더),리더스북,수도권 마련 자산 격차 무기 경기도 아파트 지도 신도시 수도권 신도시 권역별 핵심 인천광역시 구 임 재 핑크팬더 경기도 구석구석 아파트 완전 정복 가이드 초판 한정 부록 경기도 신설 철도 광역 노선도 제공 국민 절반 수도권 거주 수도권 서울 아파트 셋값 평균 억 서울 탈 서울 인구 상황 주목 지역 꼽으라 단연 경기도,경제 경영,6,"[(6, 0.29225796461105347), (2, 0.22723901271820068), (13, 0.15833105146884918), (11, 0.11711275577545166)]",투자 돈 부동산 부자 주식
48,8.0,33.5,9788901255552,권력의 심리학,브라이언 클라스/서종민,웅진지식하우스,인터뷰 행동 경제학 정치학 진화생물학 이론 권력 부패 속성 권력자 심리 낱낱이 아마존 스리 뷰 워싱턴포스트 퍼블리셔 스위 클리 추천 표창원 박지선 손수호 추천 애덤 그랜트 로버트 폴 스키 피터 터친 피터 프랭코 세계 학 찬사 권력 심리학 유니 버 시티 칼리지 런던 국제 정치학 부교수 정치 컨설턴트 브라이언 클라스 세계 곳곳 최 상위 지도자 직접 진행 연구 토대 권력 부패 본질 과제 논 사람 시스템 권력 쥐 파악 비로소 권력,인문,12,"[(12, 0.309196412563324), (3, 0.28927046060562134), (2, 0.09827330708503723), (7, 0.09694403409957886)]",철학 의미 이해 교수 통찰
49,23.0,28.7,9788901255712,세븐 테크,한재권/최재붕 /이한주/이경전/정지훈/김승주/김세규/김상균/김미경,웅진지식하우스,차 디지털 혁명 서막 돈 일자리 생존 준비 기술 세븐 테크 사람 기회 선점 인공 지능 블록 체인 가상현실 로봇 사물인터넷 클라우드 컴퓨팅 메타 버스 명실 상부 국내 전문가 인 한자리 미래 코로나 팬데믹 메타 버스 차 테크 혁명 가속 사람 준비 미래 당황 판이 미리 앞서 사람 나머지 기회 독점 지난 스마트폰 누군가 모바일 메신저 플랫폼 주도 장악 누군가 유튜브 수백만 확보 기회 사람 사람 조건,경제 경영,7,"[(7, 0.2929024398326874), (11, 0.2630508840084076), (12, 0.1198171004652977), (0, 0.09941788762807846)]",과학 수학 뇌 지능 지식
50,41.0,41.0,9788901255972,삶이라는 우주를 건너는 너에게,김민형/황근하,웅진지식하우스,수학 김민형 교수 유럽 도시 여행 만난 역사 시 예술 세계 삶 지혜 삶 사실 김민형 교수 가족 영국 케임브리지 독일 쾰른 볼파흐 유럽 도시 여행 아들 편지 스스로 삶 우주 항해 아들 탐구 심 지적 태도 조언 베토벤 슈베르트 알렉산드로스 대왕 몽골제국 왕 바이런 엘리엇 뉴턴 막스 플랑크,인문,5,"[(5, 0.28674763441085815), (7, 0.25373658537864685), (3, 0.15470002591609955), (14, 0.12745551764965057)]",인생 마음 감정 위로 경험
51,68.0,39.1,9788901256603,코드 브레이커,월터 아이작슨/조은영,웅진지식하우스,스티브 잡스 월터 아이작 슨 신작 바이러스 전쟁 인류 구한 여성 노벨 화학상 수상자 제니퍼 우드 공식 전기 즉시 아마존 종합 뉴욕 타임스 게이츠 추천 타임 워싱턴 포스트 세계 스티브 잡스 월터 아이작 슨 신작 코드 브레이커 노벨 화학상 수상자 크리스 퍼 유전자 편집 기술 선구자 세계 여성 과학자 제니퍼 우드 삶 밀도 우드 시절 여자 무슨 과학 업신여김 포기 연구자 길 프랑스 미생물학자 에마뉘엘 샤르팡티에 협업 박테리아 바이러스 로부터 방어 후천 면역체계 크리스 퍼 시스템 작동 메커니즘 세계 규명,자연과학,2,"[(2, 0.3092835247516632), (7, 0.18867865204811096), (11, 0.1743287593126297), (15, 0.1556592583656311)]",드라마 미국 만화 아마존 기념
52,74.0,74.0,9788901257631,달 가루,이명하,웅진주니어,쉬 파서 조각 보름 파면 눈썹 모양 조각 보름달 조각 곱 빻 가루,유아,9,"[(9, 0.7284466028213501), (12, 0.0454150028526783), (5, 0.04501895606517792), (11, 0.027336906641721725)]",시작 방법 처음 생활 마음
53,28.0,28.0,9788901258195,반전의 한국사,안정준,웅진지식하우스,국뽕 가려진 진실 좇는 역사학자 안정 준 교수 전복 역사 클라스 화제 강연 예나 외교 삼국시대 한반도 패권 숨 외교 전쟁 나라 역사 유독 역사 재미 붙이 이유 시험 풀기 대별 지역별 교과서 선 악 승자 패자 애국 매국 이분법 틀 획일 해석 왜곡 지식 정보 반전 한국사 국사 중심 조각 지식 투 인과관계 너머 동아시아 국제 무대 한가운데 역사 얼굴 삼국 외교 한민족 후예,역사,3,"[(3, 0.505032479763031), (9, 0.15001991391181946), (12, 0.07888748496770859), (5, 0.07882542908191681)]",역사 정치 대통령 중국 일본
54,80.0,80.0,9788901258423,깊은 밤 마법 열차,공경희/미첼 토이,웅진주니어,세계 어린이 판타지 모험 그림책 소년 밤 낭만 도시 멜버른 밤하늘 마법 열차 타고 모험 열차 여우 올빼미 국회의사당 요정 편지 더미 정리 우체국 하늘 놀이 공원 여왕 방문 열차 잠시 정거장 소년 모험,유아,4,"[(4, 0.4921252131462097), (15, 0.26494070887565613), (13, 0.10030185431241989), (2, 0.037904903292655945)]",아이 엄마 그림책 시인 마음
55,29.0,19.4,9788901258577,농부 달력,김선진,웅진주니어,가정 건강 행복 기원 농부 부부 꽉 찬 농부 달력 농부 달력 농부 부부 관찰 추억 그린 척척 옥희 할머니 농사일 음식 솜씨 예술 쑥 쑥버 무리 봄 겉절이 상추 훌쩍 상추 겉절이 돼지 상추 쌈 부추 오이 오이 냉국 오이 레시피 그날그날 밭 작물 시나 브로 군침 도 상 뚝딱 내지 옥희 할머니 최애 의상 계절 색색 꽃 무늬 몸뻬 바지 의상 컬렉션 볼 할머니 영배 할아버지 읍내 멋쟁이,유아,4,"[(4, 0.36870062351226807), (9, 0.28265076875686646), (5, 0.14618781208992004), (13, 0.0476192906498909)]",아이 엄마 그림책 시인 마음
56,26.0,30.2,9788901259284,엄청나게 커다란 소원,앤서니 브라운/김여진,웅진주니어,요정 소원 갑자기 램버트 힐 로스 텔레비전 보고 갑자기 텔레비전 파란 요정 텔레비전 밖 요정 아이 똑바로 너희 소원 소원 아주 골 요정 소원 행운 아이 신 기쁨 찬 그때 램버트 배 좀 걸 바나나 고민 갑자기 정말 바나나 턱 친구 소원 소원,유아,4,"[(4, 0.481324702501297), (9, 0.41178038716316223), (12, 0.035149648785591125), (5, 0.035062603652477264)]",아이 엄마 그림책 시인 마음
57,63.0,23.4,9788901259314,운명을 바꾸는 부동산 투자 수업 (실전편),부동산읽어주는남자(정태익),리더스북,부동산 투자가 운명 월급쟁이 돈 버 투자자 절대 부동산 투자 바이블 명의 투자 멘토 부동산 남자 정태익 투 자서 투자 초보자 혼란 전세 월세 매매 부동산 투자 통장 잔고 대출 마련 부동산 투자 시작 부동산 초보자 명실 상부 투자 전문가 긍정 투자 마인드 강조 기초 부동산 투자 기본 원리 투자 마음속 장애물 무너뜨릴 방법 시한 반드시 부동산 투자 법칙 이해 투자 플랜 순서,경제 경영,6,"[(6, 0.782267153263092), (5, 0.0859704315662384), (12, 0.054144009947776794), (9, 0.021694444119930267)]",투자 돈 부동산 부자 주식
58,25.0,19.6,9788901259703,나의 투자는 새벽 4시에 시작된다,유목민,리더스북,주식 월급 독립 프로젝트 신작 개미 전설 유목민 차원 투자 인사이트 억 월급 독립 그로 억 수익 인증 억 퇴사 단타 투자자 험담 즉시 월급 독립 프로젝트 유목민 신작 주식 관점 제시 평가 개미 투자자 현실 입문 그로 지난 자산 억 투자 방식 포트폴리오 다변 투자자 넥스트 레벨 진입 결과물 주식 방법 비교 노력 유목민 꼽는 조건,경제 경영,6,"[(6, 0.6590880751609802), (12, 0.1899535059928894), (5, 0.08026563376188278), (15, 0.03913985937833786)]",투자 돈 부동산 부자 주식
59,75.0,41.6,9788901259727,기억의 뇌과학,리사 제노바/윤승희,웅진지식하우스,기억 망각 거의 뇌 과학자 정재승 스틸 앨리스 신경과학자 리사 제노바 불완전 경이 기억 비밀 키스 기억 열 키스 기억 테러 사건 당일 어제 이유 주차 장소 자주 알츠하이머병 의심 세계 음악가 요요마 억 첼로 택시 까닭 훈련 기억 천재 주차 장소 지인 이름 도저히 가슴 철렁 경험 걱정 알츠하이머병 단지 주의 기억 정상 작동,인문,5,"[(5, 0.24321503937244415), (15, 0.21394196152687073), (12, 0.19649288058280945), (7, 0.11891529709100723)]",인생 마음 감정 위로 경험
60,45.0,45.0,9788901260358,"아들아, 부동산 공부해야 한다",정선용/안창순,리더스북,아들 돈 공부 후속작 평 반지하 억 자산 가가 엄마 아빠 현실 부동산 재테크 경제 유튜버 신사임당 어제 삶 추천 리더스북 아들 부동산 공부 아들 돈 공부 후속작 대기업 임원 하루아침 퇴직 아버지 깨달 자본 이치 실제 재건축 투자 자산 일군 아내 안창순 합세 부동산 공부 동기부여 투자 노하우 평 반지하 전셋집 시작 부부 억 자산 십수 외 벌이 수입 생활 부부 반지하 전셋집 습기 곰팡이 갓 아이 병 치레 하자 뼈 심정 반지하 탈출 마련 의지,경제 경영,6,"[(6, 0.5572704076766968), (5, 0.14510728418827057), (9, 0.12916199862957), (2, 0.033443957567214966)]",투자 돈 부동산 부자 주식
61,48.0,60.5,9788901260617,브라이언 트레이시 성공의 지도,브라이언 트레이시/정미나,갤리온,처음 바닥 시작 자리 세계 자기계발 전문가 핵심 콘텐츠 최상 인생 본질 웰씽킹 켈리 최 추천 명의 인생 명강 브라이언 트 레이 시 공학 인사이트 집대성 강 의료 억 글로벌 기업 성공 멘토 공학 거장 수식어 사람 세계 자기계발 전문가 브라이언 트레이시 개국 명의 청중 사람 성공자 거듭 비밀 전수 세월 기업 강연 의뢰 연설 강연 영상 세대 동기부여 콘텐츠 등장,자기계발,10,"[(10, 0.5320793986320496), (12, 0.1716827154159546), (2, 0.11263754963874817), (5, 0.0985364094376564)]",유튜브 음악 기업 채널 클래식
62,17.0,22.4,9788901260679,넛지: 파이널 에디션,리처드 탈러/캐스 선스타인/이경식/최정규,리더스북,세계 넛 열풍 글로벌 밀리언셀러 넛 더욱 최종 넛 파이널 미국 처음 행동 방식 관점 송두리째 노벨경제학상 영향력 증명 경제학 고전 더욱 설계 아이디어 사례 무장 서문 리처드 캐스 선 스타인 확 반영 내용 절반 가량,경제 경영,12,"[(12, 0.5167171955108643), (2, 0.2257927656173706), (0, 0.1618950068950653), (5, 0.043902233242988586)]",철학 의미 이해 교수 통찰
63,1.0,1.1,9788901260716,역행자,자청,웅진지식하우스,오타쿠 흙 수저 억 자동 수익 실현 자본 연쇄 창업 마 라이프 해커 자청 인생 역주행 공식 대부분 사람 유전자 본성 명령 그대로 정작 달라 자의식 무한 합리화 스스로 얼마나 정신 심리 오류 쳇바퀴 돌 자유 얻지 늘 돈 평생 돈,자기계발,6,"[(6, 0.30989813804626465), (9, 0.1780170351266861), (5, 0.1509314924478531), (7, 0.11422505229711533)]",투자 돈 부동산 부자 주식
64,47.0,55.3,9788901261188,나를 돌파하는 힘,윤석금,리더스북,불확실 한계 도전 일독 김난도 서울대 교수 트렌드 코리아 삼성 전자 권오현 회장 쿠팡 승 김종 윤 추천 불안 각자 도생 서울대 소비 트렌드 분석 센터 전미영 박사 경영 신화 웅진 윤석금 회장 도전 직원 전부 출판사 시작 웅진 코웨이 웅진 식품 코리아나 화장품 설립 국내 렌털 서비스 도입 과감 혁신 기업 사 획 웅진 그룹 윤석금 회장 신간 돌파 힘 서울대학교 소비 트렌드 분석 센터 전미영 박사 자존 성장 조직 성과 이직 창업 워 밸 직장인 현실 고민 윤석금 회장 경험 통찰 바탕,자기계발,11,"[(11, 0.3332565128803253), (10, 0.31724047660827637), (12, 0.09173054993152618), (15, 0.07374226301908493)]",사회 미래 변화 위기 코로나
65,39.0,39.0,9788901262482,감정이라는 세계,레온 빈트샤이트/이덕임,웅진지식하우스,슈피겔 독일 주목 심리학자 레온 빈트샤이트 심리학 연구 감정 감정 이해 호르몬 감정 변화 감정 대처 감정 세계 연구자 연구 진행 독일 심리학자 레온 빈트샤이트 심리학 연구 뇌 과학 실험 연구 결과 비롯 당대 연구자 세계 곳곳 통찰 결과물 정리 감정 본질 감정 실제 영향 감정 좀 방법 인지 탐구 결과 각기 감정 세계 안내 지도 마음속 감정 탐구 지적 여행,인문,12,"[(12, 0.38391759991645813), (5, 0.33002668619155884), (11, 0.09399792551994324), (7, 0.0911773145198822)]",철학 의미 이해 교수 통찰
66,71.0,39.7,9788901262512,나는 무조건 한 번에 합격한다,이형재,웅진지식하우스,합격 전략 기술 행정고시 합격 국제 공인 중개사 수십 번의 시험 합격 시험 시험 통 합격 전략 취업 승진 마련 시험 인생 역전 수단 증명 매년 공무원 시험 준비 사람 인생 공인 중개사 비롯 자격증 무조건 합격 행정고시 합격 신림동 전설 이형 재 지난 수십 합격 터득 시험 통 합격 전략 부터 합격 비책 공부 시험 볼 점수 적 합격 시험 해도 시험 이형 재는 무작정 공부 합격 단언,자기계발,8,"[(8, 0.462347149848938), (10, 0.19959552586078644), (5, 0.10526729375123978), (12, 0.0723927840590477)]",교육 아이 교사 공부 수업
67,12.0,19.5,9788901262543,계속 가봅시다 남는 게 체력인데,정김경숙(로이스킴),웅진지식하우스,성장 마음 인생 체력 나이 실리콘밸리 실리콘밸리 정 김경숙 구글 디렉터 속도 인생 하드캐리 저력 물 공포증 기기 나이 오십 수영 시작 검도 시합 우승 목표 정 김경숙 은퇴 나이 가족 친구 훌쩍 실리콘밸리 구글 최고경영자 령 구글러 마음 직장인 열 아홉 아웃 보어 아웃,자기계발,5,"[(5, 0.44628727436065674), (10, 0.2483345866203308), (9, 0.0914984717965126), (4, 0.08505044132471085)]",인생 마음 감정 위로 경험
68,61.0,36.0,9788901262819,임진왜란 1592,KBS 〈임진왜란 1592〉 제작팀/양선비,웅진지식하우스,임진왜란 동아시아 삼국 역사 논 고증 서사 삼국 대전 도둑 기분 추천 임진왜란 교양 황현 필 이순신 바다 방송대상 대상 화제 프로그램 임진왜란 동아시아 해양 대륙 김시덕 한국사 쌤 최태성 이순신 바다 황현 필 추천 명장 컷 원작 상미 감동 비주 얼 임진왜란 수신료 가치 증명 웰 메이드 사극 찬사 인기 자랑 국내 팩추얼 드라마 임진왜란 원작 임진왜란 전문가 자문 거치 대본 수정 만큼 역사 고증 입 임진왜란 사실 면서 극적 연출 수작 평가,역사,2,"[(2, 0.5042849779129028), (3, 0.2315511554479599), (12, 0.10607112944126129), (9, 0.04819782078266144)]",드라마 미국 만화 아마존 기념
69,42.0,42.0,9788901262826,위닝,팀 그로버/샤리 웽크/이수경,갤리온,난 트레이닝 팀 로버 돈 녀석 트레이닝 거지 마이클 조던 일과 삶 밸런스 승률 눈치 체면 존중 겸손 승리 마이클 조던 버락 오바마 스포츠 선수 비즈니스 리더 미국 최강 멘탈 트레이너 팀 로버 승리 쟁취 법칙 승리 단어 표현 사람 답변 다음 영광 행복감 성공 성취 힘 만족 정복 스포츠 비즈니스 세계 좀 야만 막 전설 스타 코비 브라이언,자기계발,10,"[(10, 0.5051430463790894), (9, 0.14801155030727386), (2, 0.12396195530891418), (6, 0.08190552890300751)]",유튜브 음악 기업 채널 클래식
